a	b	c	d	e	f
data\source\maps_source\门派\藏剑\cj_围墙001_001_hd.mesh	藏剑山庄_乱世	78849.125,16667.642578125,32224.212890625	1	{000273ec-1976-49e9-a254-f3beb6889ce7}	world_object
data\source\maps_source\建筑配套\pj_cj竞技场路面002_hd.mesh	藏剑山庄_乱世	72920.296875,16677.400390625,23664.5	1	{02cdf44e-cc83-4e57-9c6e-aeec4f0af21a}	world_object
data\source\maps_source\门派\藏剑\cj_天泽楼001_002_hd.mesh	藏剑山庄_乱世	71175.765625,15872.90625,26342.4609375	1	{033b450a-e40a-4100-a3d8-f5a49b4050a5}	world_object
data\source\maps_source\门派\藏剑\cj_路沿004_hd.mesh	藏剑山庄_乱世	68355.046875,16600.74609375,24999.458984375	1	{03788416-704b-4ce2-b50a-f8b715c82d2e}	world_object
data\source\maps_source\建筑配套\pj_cj竞技场路面001_hd.mesh	藏剑山庄_乱世	73961.796875,16682.919921875,23645.2734375	1	{0486fd61-47dd-4962-aa96-7b61aee6d394}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_008_hd.mesh	藏剑山庄_乱世	82621.0234375,16658.359375,22372.0	1	{0891dd1a-c460-4551-8a3b-1a37e935aed7}	world_object
data\source\maps_source\门派\藏剑\cj_路沿001_hd.mesh	藏剑山庄_乱世	71856.515625,16774.134765625,18999.326171875	1	{08ede8ab-3a6f-4f56-b2ef-f0101372ac69}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_005_hd.mesh	藏剑山庄_乱世	64582.35546875,16660.296875,19658.40234375	1	{09c9d2ca-689f-42a2-9384-136c0624ee3d}	world_object
data\source\maps_source\门派\藏剑\cj_路沿003_hd.mesh	藏剑山庄_乱世	67396.7578125,16600.728515625,22863.81640625	1	{0bbc5e9b-8d63-481f-95da-a39e37fac907}	world_object
data\source\maps_source\门派\藏剑\cj_路沿005_hd.mesh	藏剑山庄_乱世	77114.1875,16684.619140625,13114.2275390625	1	{15c86f5c-4883-4966-8c04-e2d05a2eb6a1}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_006_hd.mesh	藏剑山庄_乱世	71756.3046875,16548.572265625,32224.212890625	1	{1d3dee7f-35e0-4a8d-b3b2-353750772831}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_007_hd.mesh	藏剑山庄_乱世	68535.25,16661.169921875,16092.2421875	1	{35869aa1-73e0-4d7e-9cae-ed6fa42f2413}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_围墙破损001_002_hd.mesh	藏剑山庄_乱世	74452.328125,16684.40625,32227.9609375	1	{3a6c9d8b-9bbb-4e3f-ac67-9756e2636681}	world_object
data\source\maps_source\门派\藏剑\cj_旗001_004a_hd.mesh	藏剑山庄_乱世	72468.7734375,16424.00390625,33250.47265625	2	{51432f1f-9720-47b2-9824-ecf2f48eaa0b}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_围墙破损001_001_hd.mesh	藏剑山庄_乱世	75667.8671875,16663.83203125,32230.583984375	1	{5205c05b-39bf-42fa-b45d-3a5fbc2b1add}	world_object
data\source\maps_source\建筑配套\pj_cj竞技场路面003_hd.mesh	藏剑山庄_乱世	69751.671875,16686.099609375,23646.0	1	{65bb527f-50b6-44a1-b2ce-029b5f1137f7}	world_object
data\source\maps_source\门派\藏剑\cj_中型通用002_hd.mesh	藏剑山庄_乱世	67997.921875,16816.083984375,23687.810546875	1	{6cc9c429-32b9-48ba-b578-7f205e3a42c0}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_004_hd.mesh	藏剑山庄_乱世	68550.7734375,16661.181640625,18008.89453125	1	{705d92b2-c851-41b5-8e56-b465fab93a8d}	world_object
data\source\maps_source\小物件\雕像\wj_cj楼梯盘龙001_hd.mesh	藏剑山庄_乱世	72457.359375,17018.181640625,13160.81640625	1	{785895b5-8b33-4e84-baf9-e9aec103e9c0}	world_object
data\source\maps_source\门派\藏剑\cj_旗001_004a_hd.mesh	藏剑山庄_乱世	73537.6171875,16415.904296875,33390.4921875	1	{9582399a-227d-4ccf-bcb5-4c8d1fc39993}	world_object
data\source\maps_source\小物件\石碑\xwj_虎跑泉石碑001_hd.mesh	藏剑山庄_乱世	96899.484375,16376.361328125,24459.46484375	1	{b368d12b-e2d3-4890-83f2-fd880a02c534}	world_object
data\source\maps_source\门派\藏剑\cj_天泽楼001_003_hd.mesh	藏剑山庄_乱世	70671.0859375,18243.166015625,14889.6748046875	1	{bf9adaf2-5c59-4ab5-a87a-15991d0965a7}	world_object
data\source\maps_source\门派\藏剑\cj_围墙001_003_hd.mesh	藏剑山庄_乱世	65331.91015625,16657.3515625,30485.935546875	1	{cf6838bb-c3cd-49ee-aed0-a7fa5a265e42}	world_object
data\source\maps_source\门派室内\藏剑\cj_天泽楼001_001sw_hd.mesh	藏剑山庄_乱世	72949.96875,17088.443359375,14944.3134765625	1	{e85c6398-9939-4074-8e84-4a09f1a9160c}	world_object
data\source\maps_source\小物件\雕像\xwj_虎跑泉雕像001_hd.mesh	藏剑山庄_乱世	97673.625,16427.9375,23493.341796875	1	{ebd32067-47ea-4c65-9c9e-6b335174e9de}	world_object
data\source\maps_source\门派\藏剑\cj_牌坊001_hd.mesh	藏剑山庄_乱世	102228.875,13291.228515625,79220.921875	1	{3da93d0d-8dd8-45ac-9164-3e4d0a37b9d9}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_010_hd.mesh	藏剑山庄_乱世	90968.109375,13484.6943359375,140150.578125	1	{03eadfd0-8d5d-4c30-be85-446efda264d9}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_009_hd.mesh	藏剑山庄_乱世	85113.6796875,13490.2001953125,141140.140625	1	{08b97c35-2a1e-4b86-884b-bab1ca2b5402}	world_object
data\source\maps_source\门派\藏剑\jz_cj中型通用001_001_hd.mesh	藏剑山庄_乱世	78308.84375,14689.1884765625,136104.828125	1	{0906353a-ac6d-4c34-9ade-f55f91d60078}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_004_hd.mesh	藏剑山庄_乱世	75775.9765625,14680.806640625,144730.453125	1	{0c9aa70b-281e-4a55-8a9e-04da5344d788}	world_object
data\source\maps_source\门派\藏剑\cj_剑冢内部石门001_hd.mesh	藏剑山庄_乱世	58505.4609375,15514.2841796875,148166.5	1	{17c3bee9-df3d-4f9b-a3cf-57debb1b95b3}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_005_hd.mesh	藏剑山庄_乱世	90685.7265625,12625.3837890625,130377.4921875	1	{20dca977-d0cb-46ae-8098-f056939d2d3f}	world_object
data\source\maps_source\建筑\jz_cj灵隐寺中殿003_hd.mesh	藏剑山庄_乱世	78273.0,15437.2001953125,144458.0	1	{263d8cb6-5d5f-49f4-87f2-416129d9a1eb}	world_object
data\source\maps_source\门派\藏剑\cj_西冷楼002_hd.mesh	藏剑山庄_乱世	84350.9453125,13824.8203125,140117.78125	1	{35a74be7-47b2-4dd7-903c-5fe7e18975f7}	world_object
data\source\maps_source\门派\藏剑\cj_小隐圆001_hd.mesh	藏剑山庄_乱世	78253.9140625,15572.83984375,143075.9375	1	{3a4a60b2-c278-4073-ab44-647c32e500c5}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_007_hd.mesh	藏剑山庄_乱世	94002.296875,12563.7822265625,128522.53125	1	{5cff2536-58ae-493f-abea-3d6cda33f1f3}	world_object
data\source\maps_source\小物件\雕像\xwj_cj巨剑001_hd.mesh	藏剑山庄_乱世	89260.3828125,15934.0849609375,108172.3046875	1	{5d7132c7-c0cb-4b82-9ac7-18c9a9dde11c}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_012_hd.mesh	藏剑山庄_乱世	90870.796875,13490.2001953125,134885.109375	1	{7dcdcf34-6645-4d3c-b024-b7b18ca4ec34}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_008_hd.mesh	藏剑山庄_乱世	95077.9453125,12474.54296875,125848.1328125	1	{8c363fca-21bc-415c-a633-e760cf83f93c}	world_object
data\source\maps_source\门派\藏剑\jz_cj中型通用001_003_hd.mesh	藏剑山庄_乱世	78308.84375,14689.1884765625,136104.828125	1	{917f2e18-ceca-4f7c-9dfc-12e5fab6c6aa}	world_object
data\source\maps_source\门派\藏剑\cj_西冷楼001_hd.mesh	藏剑山庄_乱世	84363.0859375,13856.7412109375,137996.84375	1	{b5a953c4-ebcd-4ad3-859d-e561c480f722}	world_object
data\source\maps_source\门派\藏剑\cj_剑冢雕像001_hd.mesh	藏剑山庄_乱世	60540.0859375,15495.2060546875,143801.875	1	{c8a9631c-b924-4b36-a76b-94ed65333a76}	world_object
data\source\maps_source\门派\藏剑\jz_cj中型通用001_002_hd.mesh	藏剑山庄_乱世	78308.84375,14689.1884765625,136104.828125	1	{cfbee0b2-4aee-4e10-a988-618bb1b78c68}	world_object
data\source\maps_source\门派\藏剑\cj_剑冢石门001_hd.mesh	藏剑山庄_乱世	63539.0546875,15514.4150390625,136755.625	1	{d3925f83-5b8c-4b0c-8e1e-9f5b99b60747}	world_object
data\source\maps_source\副本室内\竞技场\华山之巅\wj_jj石剑台001_002_hd.mesh	藏剑山庄_乱世	69933.4140625,14364.2900390625,125066.4609375	1	{f1aca84d-c792-411b-876a-77736105349a}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_001_hd.mesh	藏剑山庄_乱世	115167.171875,9280.259765625,26275.2890625	0	{00f900bf-1cef-4251-b310-7772462374dc}	world_object
data\source\maps_source\小物件\雕像\xwj_cj巨剑石像001_hd.mesh	藏剑山庄_乱世	122438.53125,7420.251953125,34889.7578125	1	{0186e609-d17a-4367-b2a9-bc98a7c61674}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_005_hd.mesh	藏剑山庄_乱世	130264.703125,10531.3271484375,37389.8046875	0	{01f07eb2-8458-4372-a48b-edc4fbb6790f}	world_object
data\source\maps_source\门派\藏剑\cj_西冷楼004_hd.mesh	藏剑山庄_乱世	115190.171875,15349.48046875,29823.3515625	1	{02f7f5ca-ff18-4051-a1bd-15f4473076cd}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_006_hd.mesh	藏剑山庄_乱世	134601.015625,10509.26171875,31066.03515625	0	{04b2628a-e2b6-4cef-bd51-6599f03d5fa9}	world_object
data\source\maps_source\副本室内\凝寒谷\pj_nhg雕像底座002_hd.mesh	藏剑山庄_乱世	112575.0234375,8977.158203125,33257.5	1	{052a250d-d980-4290-a310-fe97ad8139de}	world_object
data\source\maps_source\门派\藏剑\cj_路沿007_hd.mesh	藏剑山庄_乱世	131909.78125,13529.55078125,24330.14453125	1	{05827a8f-0ea7-4e6c-bac7-356a79305321}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_004_hd.mesh	藏剑山庄_乱世	137769.53125,8141.005859375,21322.265625	0	{076bf0d4-d1c0-4bd0-b925-660a621d901e}	world_object
data\source\maps_source\门派\藏剑\cj_楼外楼004_hd.mesh	藏剑山庄_乱世	128757.140625,14014.03515625,26110.8125	1	{087dc92a-70b5-4f75-8d64-d18b202ee5c6}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_002_hd.mesh	藏剑山庄_乱世	120439.6484375,9188.06640625,20897.46484375	0	{0a729769-f50e-4790-993a-309d10ec43cd}	world_object
data\source\maps_source\门派\藏剑\cj_大门001_003_hd.mesh	藏剑山庄_乱世	124265.3046875,14947.5439453125,16503.25390625	1	{0c4aaae8-c80f-4fff-9cad-57701cc17976}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_010_hd.mesh	藏剑山庄_乱世	137769.53125,8141.005859375,25460.546875	0	{0fd2ead4-cbf3-405e-b4e9-31bf3d19aa95}	world_object
data\source\maps_source\门派\藏剑\cj_路沿006_hd.mesh	藏剑山庄_乱世	121403.5234375,13529.55078125,40384.9609375	1	{10a274f4-36a6-4c34-8885-a6b372667721}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_003_hd.mesh	藏剑山庄_乱世	114886.0078125,9701.849609375,16268.421875	0	{1238dfd2-1348-4340-932b-882a8c0dfe5e}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_004_hd.mesh	藏剑山庄_乱世	132027.59375,10520.9267578125,35671.16796875	0	{135085a3-1473-4992-bdb4-6f839672090e}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj乱世巨剑001_001_hd.mesh	藏剑山庄_乱世	124995.3046875,7435.9814453125,36978.77734375	0	{1b6870b7-8a0c-4036-804d-62d7fef8a59c}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_001_hd.mesh	藏剑山庄_乱世	120486.6875,7378.533203125,32638.66015625	0	{1b73e189-9e64-43e2-9916-717f49202410}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\xwj_cj破损巨剑石像001_hd.mesh	藏剑山庄_乱世	123023.859375,10923.7041015625,32786.9375	1	{20384c16-64b0-41a3-9431-38ba195ea3c0}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_011_hd.mesh	藏剑山庄_乱世	121122.2265625,9170.396484375,17270.171875	0	{2059bd80-5663-4cde-8063-5ca1f7e508ad}	world_object
data\source\maps_source\建筑配套\pj_cj灵隐寺路沿005_hd.mesh	藏剑山庄_乱世	120352.0546875,16024.7197265625,21966.5625	1	{25e48602-843b-4f99-8f8d-90353420ef1f}	world_object
data\source\maps_source\门派\藏剑\wj_cj高级屏风001_003_hd.mesh	藏剑山庄_乱世	125765.3515625,7658.908203125,37568.8203125	0	{27b6fb5a-0141-4b88-b452-13a6d6182b5f}	world_object
data\source\maps_source\门派\藏剑\cj_楼外楼006_hd.mesh	藏剑山庄_乱世	141339.46875,16709.05859375,46180.59765625	1	{2bbe5aae-1c51-4b3a-8250-043e20ab045f}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_002_hd.mesh	藏剑山庄_乱世	120479.6953125,8622.61328125,30709.572265625	0	{2d8ff540-383c-4bf3-a2d5-22c59aaa0bc5}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\wj_cj破损武库配件001_003_hd.mesh	藏剑山庄_乱世	122313.40625,10531.5498046875,33600.14453125	0	{34a9e482-975a-47aa-bcae-69df33be5af3}	world_object
data\source\maps_source\门派\藏剑\cj_楼外楼005_hd.mesh	藏剑山庄_乱世	138910.03125,13610.84765625,32663.91015625	1	{3b7e532a-e9be-45e4-a31a-060666c1713e}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_008_hd.mesh	藏剑山庄_乱世	126872.3359375,7670.10009765625,26769.84765625	0	{3c22fe62-0405-41ea-b488-9e0a6f744305}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_005_hd.mesh	藏剑山庄_乱世	110188.7109375,9604.66796875,28845.671875	0	{3e38d723-e7e0-41a9-bb54-ab7d6dc50504}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_013_hd.mesh	藏剑山庄_乱世	110143.9609375,9706.9208984375,16266.6875	0	{4522a341-638e-41c1-a0ac-f0875972f01d}	world_object
data\source\maps_source\门派\藏剑\cj_大门001_001_hd.mesh	藏剑山庄_乱世	130517.5859375,7580.61279296875,32767.9140625	1	{51a595bb-47eb-471e-8677-8a8730ecc61e}	world_object
data\source\maps_source\门派\藏剑\cj_落雪竹素园001_hd.mesh	藏剑山庄_乱世	152787.46875,13839.244140625,44818.64453125	1	{51c4f236-c3c2-434e-973b-b0532c2e829b}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_009_hd.mesh	藏剑山庄_乱世	137769.53125,9185.09765625,35484.734375	0	{5258e280-ef66-4134-8ca6-7fb5fc85966b}	world_object
data\source\maps_source\门派\藏剑\cj_三泉映月001_hd.mesh	藏剑山庄_乱世	119952.8671875,13876.232421875,41840.63671875	1	{5e1e319f-e412-406c-b125-2d0fb5dea7a5}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_007_hd.mesh	藏剑山庄_乱世	126856.0859375,8372.53515625,24524.740234375	0	{6627a896-87ed-4716-adcf-3b0a01c53070}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库001_004_hd.mesh	藏剑山庄_乱世	127344.4921875,13984.3349609375,32637.892578125	0	{7043f167-b9ad-4545-9ebf-2596748b86ba}	world_object
data\source\maps_source\石头\st_sjy石碑001_001_hd.mesh	藏剑山庄_乱世	104937.625,13611.306640625,34697.25390625	1	{8fee3ba7-df05-49e6-afa0-4988bb6f4398}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库001_002_hd.mesh	藏剑山庄_乱世	127344.4921875,13984.3349609375,32637.892578125	0	{94236fd3-4b4b-4655-91e9-3fa8d0a9641a}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_008_hd.mesh	藏剑山庄_乱世	152702.328125,13806.2998046875,41066.8984375	1	{a6d0bb9c-7e4f-4cd8-a743-38031c82f375}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库001_003_hd.mesh	藏剑山庄_乱世	127344.4921875,13980.7294921875,32637.892578125	0	{ad337441-5090-4151-842a-5712aab6fccb}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库002_006_hd.mesh	藏剑山庄_乱世	116950.5703125,9571.94140625,16269.61328125	0	{b647cb2a-0101-484b-a0b8-14b4a1c4a41f}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库001_005_hd.mesh	藏剑山庄_乱世	127344.4921875,13984.3349609375,32637.892578125	0	{c2042af3-c288-477f-8a6a-a128172bde5a}	world_object
data\source\maps_source\桥\q_cj藏剑桥001_hd.mesh	藏剑山庄_乱世	110736.4453125,13406.998046875,32630.193359375	1	{c41e5fa5-470c-440e-842c-c30cd86e54b9}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\jz_cj破损九天武库001_001_hd.mesh	藏剑山庄_乱世	127344.4921875,13984.3349609375,32637.892578125	0	{edda01da-6428-4d94-805b-484ce969efdf}	world_object
data\source\maps_source\门派\藏剑\cj_西冷楼005_hd.mesh	藏剑山庄_乱世	127424.3984375,13633.1884765625,47088.3828125	1	{f385cdd3-2fc8-4bd5-9ee4-104b5eefff61}	world_object
data\source\maps_source\桥\q_cj藏剑桥002_hd.mesh	藏剑山庄_乱世	120540.328125,12257.458984375,91235.96875	1	{3100b5b8-5a48-45b0-90da-a2b0c8c14f45}	world_object
data\source\maps_source\门派\藏剑\cj_藏剑石碑001_hd.mesh	藏剑山庄_乱世	119883.09375,12902.7373046875,99774.4296875	2	{6640b041-47b8-46ab-97bc-32afc2fd6e4b}	world_object
data\source\maps_source\门派\藏剑\cj_大门001_002_hd.mesh	藏剑山庄_乱世	107227.8671875,12539.98046875,101911.546875	1	{92ec63ee-5be3-4d1f-a74b-eff3216841a3}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_006_hd.mesh	藏剑山庄_乱世	136783.140625,12559.599609375,61167.3984375	1	{a98a82bb-9373-4836-862f-f61293d30dd6}	world_object
data\source\maps_source\门派\藏剑\cj_小隐圆桥梯001_hd.mesh	藏剑山庄_乱世	125725.296875,12799.2001953125,100387.5	1	{b894f29a-2568-4fc8-ad27-c717ce143aca}	world_object
data\source\maps_source\门派\藏剑\cj_名剑堂002_hd.mesh	藏剑山庄_乱世	112993.328125,13028.255859375,138332.828125	1	{0ef49f51-6bf6-4edb-ba3b-708c90c58efe}	world_object
data\source\maps_source\门派\藏剑\cj_楼外楼003_hd.mesh	藏剑山庄_乱世	125519.640625,15058.1611328125,113975.6328125	1	{1b867679-cd51-4912-ab66-ad9ebff052f2}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_002_hd.mesh	藏剑山庄_乱世	142055.765625,12381.017578125,120204.2109375	2	{2394c4ec-14eb-464b-9f9f-f5e8bc9684ff}	world_object
data\source\maps_source\门派\藏剑\cj_西冷楼003_hd.mesh	藏剑山庄_乱世	126835.0390625,12716.560546875,124606.0	1	{3488e0d4-6ee3-4352-a2f8-24d901fb5258}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_破损楼外楼001sw_001_hd.mesh	藏剑山庄_乱世	122689.5,14426.0,114040.1015625	1	{3d0af48c-044e-4f44-b267-47a2e4be5392}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_010_hd.mesh	藏剑山庄_乱世	137834.296875,12422.2001953125,120749.9609375	2	{3dac3773-c520-44cb-9a23-c24192cc38dd}	world_object
data\source\maps_source\门派\藏剑\cj_藏剑石碑001_hd.mesh	藏剑山庄_乱世	125255.2265625,12613.375,133572.46875	1	{48638d90-11e7-4323-b30f-329e057e384f}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_001_hd.mesh	藏剑山庄_乱世	152305.78125,12576.33203125,115426.703125	2	{4b5a28ce-b186-49a8-a12b-d8f2d44b15fd}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_破损楼外楼001sw_004_hd.mesh	藏剑山庄_乱世	120630.0,14411.599609375,109613.0	1	{52297c17-0ec6-4aa4-ba1b-c85ffbc00cb3}	world_object
data\source\maps_source\门派\藏剑\cj_路沿组合001_hd.mesh	藏剑山庄_乱世	122720.1640625,12627.7861328125,124662.2734375	1	{52425eae-10f3-4342-a4b9-46fef9351a16}	world_object
data\source\maps_source\门派\藏剑\cj_楼外楼002_hd.mesh	藏剑山庄_乱世	124932.8984375,15900.0517578125,109650.0390625	1	{56b21fb9-08d9-4dd9-97fa-c9c8431f96ca}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\xwj_cj破损巨剑石像002_hd.mesh	藏剑山庄_乱世	120077.9453125,13232.6513671875,122866.875	1	{62d878be-c162-4001-be45-9f714989e2b5}	world_object
data\source\maps_source\桥\q_cj九曲桥雪001_003_hd.mesh	藏剑山庄_乱世	105958.6796875,12799.4453125,119997.4765625	2	{8294d96a-0f68-407f-9216-503aaca7e459}	world_object
data\source\maps_source\门派\藏剑\cj_名剑堂001_hd.mesh	藏剑山庄_乱世	112992.984375,13028.2578125,136848.71875	1	{ab4ff365-d553-4a83-9841-5ec0469ae7ea}	world_object
data\source\maps_source\门派\藏剑\cj_剑炉栏杆001_004_hd.mesh	藏剑山庄_乱世	116227.6171875,12933.08984375,112539.53125	1	{be01aa7a-c915-48cb-b0e8-963b1a5ccf1c}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_破损楼外楼001sw_002_hd.mesh	藏剑山庄_乱世	122689.703125,14431.0,114044.8984375	1	{d20d2d07-b332-4f9d-9356-aa93e52eb9ca}	world_object
data\source\maps_source\副本室内\藏剑山庄乱世\cj_破损楼外楼001sw_003_hd.mesh	藏剑山庄_乱世	122691.0,14426.400390625,114044.1015625	1	{f3b2193e-649e-4a91-9cbf-355b10561b6f}	world_object
data\source\maps_source\门派室内\藏剑\cj_楼外楼001sw_hd.mesh	藏剑山庄_乱世	170730.03125,20994.646484375,-24726.787109375	1	{efeffb3e-f6b4-4188-a3d5-c39aa01ec6ea}	world_object
data\source\maps_source\门派\藏剑\cj_名剑堂003_hd.mesh	藏剑山庄_乱世	156434.390625,12848.353515625,112626.9765625	1	{47c79195-7ce0-4912-9a31-26a127c9e478}	world_object
data\source\maps_source\门派\藏剑\jz_cj竹素园001_003_hd.mesh	藏剑山庄_乱世	155954.796875,11564.2587890625,122210.4296875	1	{e3d35b53-edd0-4bab-9bdb-7221350e60fa}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_001_hd.mesh	藏剑山庄_乱世_剑冢惊变	17590.80078125,6428.24755859375,31473.474609375	0	{0a59f92b-0f30-4acf-8691-4c9483f3969e}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_003_hd.mesh	藏剑山庄_乱世_剑冢惊变	28320.943359375,3688.77001953125,24012.126953125	0	{0d915885-6830-42b6-90bc-1570666c38d5}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_001_hd.mesh	藏剑山庄_乱世_剑冢惊变	23497.66015625,3688.370361328125,23557.662109375	0	{0da31db8-0260-4abd-8ff9-d7f8fbc541e8}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_002_hd.mesh	藏剑山庄_乱世_剑冢惊变	23844.943359375,3691.188720703125,22531.255859375	0	{14f0b06c-2ff5-43ac-ac05-61bf38bbe601}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_012_hd.mesh	藏剑山庄_乱世_剑冢惊变	26592.087890625,3684.560302734375,22523.453125	0	{1988ddce-fb55-447a-ab1d-061f5d71d408}	world_object
data\source\maps_source\门派\藏剑\pj_cj高级道路包边001_005_hd.mesh	藏剑山庄_乱世_剑冢惊变	16145.3916015625,6428.048828125,30804.140625	0	{412a4b63-21c9-43d0-a10a-d4893fd97aa7}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_009_hd.mesh	藏剑山庄_乱世_剑冢惊变	24648.279296875,3690.0615234375,22512.15625	0	{7a3ccfee-57db-43ad-83e2-8729b6796254}	world_object
data\source\maps_source\建筑配套\pj_cj楼梯001_hd.mesh	藏剑山庄_乱世_剑冢惊变	28149.744140625,3388.80615234375,26874.3125	1	{bac8b0d8-0404-49de-8a93-15fc54505d29}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_013_hd.mesh	藏剑山庄_乱世_剑冢惊变	25337.888671875,3684.063720703125,22522.763671875	0	{ca325d87-6629-48d6-9e00-6624b0402aa7}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_006_hd.mesh	藏剑武库	19231.58984375,-270.0052490234375,26330.919921875	0	{0f3cdf57-9497-4240-a90e-66adc0cac0cb}	world_object
data\source\maps_source\副本室内\藏剑武库\jz_cjwk柱子001_001_hd.mesh	藏剑武库	25311.86328125,4451.3642578125,25818.10546875	0	{0f8dcadd-0c4f-44b5-b63a-1f65e0a1d3bb}	world_object
data\source\maps_source\副本室内\藏剑武库\jz_cjwk上层001_001_hd.mesh	藏剑武库	25311.86328125,4451.3642578125,25818.10546875	0	{25433b4b-fda3-4308-8490-a16c2b0b3e04}	world_object
data\source\maps_source\灌木\gm_紫木001_001_hd.mesh	藏剑武库	21086.07421875,256.30975341796875,30314.5546875	0	{3438c1c0-dc39-4c1e-b17f-d37ccc204a2b}	world_object
data\source\maps_source\建筑配套\pj_ca主殿广场围堤001_007_hd.mesh	藏剑武库	18622.982421875,-270.0052490234375,25378.302734375	0	{93cb247c-2e2b-4c86-bc40-c66548deb2f1}	world_object
data\source\maps_source\灌木\gm_矮枝001_001_hd.mesh	藏剑武库	20339.052734375,259.0068359375,22043.2109375	0	{c235e418-9fb7-4ac1-9c3f-05671f821f27}	world_object
data\source\maps_source\副本室内\藏剑武库\jz_cjwk下层001_001_hd.mesh	藏剑武库	25341.21875,294.673828125,25831.994140625	0	{c35d99b1-c1ba-49aa-9359-afd83d7ca4ef}	world_object
data\source\maps_source\小物件\生活品\wj_木堆001_hd.mesh	融天岭	14584.0302734375,31598.51171875,39617.36328125	1	{106c249f-6b2f-48d0-a0a4-39a32eaf8a37}	world_object
data\source\maps_source\建筑\jz_xn中级民居001_003_hd.mesh	融天岭	20812.978515625,30609.7890625,43048.97265625	1	{4cf4904d-3ada-4607-8e5c-7a24cd86ce35}	world_object
